date,pred_close
2021-07-06,147.75832729922334
2021-07-07,147.49983006865943
2021-07-08,146.45992697317277
2021-07-09,146.45259214046777
2021-07-12,146.39991760885175
2021-07-13,148.04425380779082
2021-07-14,147.92408082286855
2021-07-15,146.9299195665426
2021-07-16,145.74289100657873
2021-07-19,144.60889619397278
2021-07-20,142.67970753701968
2021-07-22,144.59912963760615
2021-07-23,144.0800636906373
2021-07-26,144.17884985323772
2021-07-27,142.40249566096293
2021-07-28,143.7951098968327
2021-07-29,142.09244665330817
2021-07-30,143.9591535160499
2021-08-02,143.52573455676776
2021-08-03,144.133746158266
2021-08-04,144.79685350163612
2021-08-05,145.34380335064102
2021-08-06,146.47939125050405
2021-08-09,143.38124478929592
2021-08-10,142.21664386190886
2021-08-11,143.8752397433437
2021-08-12,144.5258731064145
2021-08-13,143.9097674170875
2021-08-16,141.88533594114472
2021-08-17,139.2461220029914
2021-08-18,138.46012190612078
2021-08-20,135.38496882570692
2021-08-23,133.93317278891138
2021-08-24,136.2318503815958
2021-08-25,138.66947016683332
2021-08-26,137.73588057556412
2021-08-27,138.88457646339776
2021-08-30,143.14513933297383
2021-08-31,145.72079749827256
2021-09-01,144.53438676173144
2021-09-02,141.77614875814814
2021-09-03,146.40895499511063
2021-09-06,146.01830574189168
2021-09-07,146.9872014190794
2021-09-08,149.2861916296614
2021-09-09,148.36743973411555
2021-09-13,154.62431227818254
2021-09-14,154.6028424497449
2021-09-15,160.8412775532471
2021-09-16,162.13867211003097
2021-09-17,156.85306556060428
2021-09-20,153.57439973908072
2021-09-21,156.3486406016604
2021-09-22,161.90191582351977
2021-09-23,167.70764443184876
2021-09-24,166.36551283218984
2021-09-27,167.0863379865372
2021-09-28,174.51910590753488
2021-09-29,185.73072177015973
2021-09-30,184.85297832086667
2021-10-01,188.758696207682
2021-10-04,190.08000286904013
2021-10-05,198.07943128067097
2021-10-06,192.7624876845007
