date,pred_close
2021-07-06,969.536361855471
2021-07-07,965.9534722989573
2021-07-08,950.8652404031795
2021-07-09,960.3505226913406
2021-07-12,959.035543947714
2021-07-13,965.5492703232738
2021-07-14,975.4223669065699
2021-07-15,973.3957631752461
2021-07-16,975.8048428888976
2021-07-19,975.0554752387277
2021-07-20,954.2056317079329
2021-07-22,949.252406068859
2021-07-23,947.7847302675224
2021-07-26,951.9855762507258
2021-07-27,914.4486301784369
2021-07-28,892.6160331544546
2021-07-29,881.394007787082
2021-07-30,919.5955572444692
2021-08-02,922.0264591276997
2021-08-03,928.0130997955571
2021-08-04,939.6884411261022
2021-08-05,945.4932770910538
2021-08-06,911.6443733052712
2021-08-09,918.4031459894959
2021-08-10,914.8187212130954
2021-08-11,908.8934112792541
2021-08-12,906.6290425878576
2021-08-13,895.6683975549171
2021-08-16,888.3783889930787
2021-08-17,903.6688813573155
2021-08-18,909.2794593239266
2021-08-20,890.8275003047038
2021-08-23,897.6051962497908
2021-08-24,916.3699482503401
2021-08-25,910.5523125179999
2021-08-26,910.8779276304097
2021-08-27,923.4872670137255
2021-08-30,933.1527482602525
2021-08-31,948.859720190233
2021-09-01,922.8996404144597
2021-09-02,953.4645517964469
2021-09-03,940.4990761931888
2021-09-06,951.1274638577048
2021-09-07,951.066883699001
2021-09-08,953.3070451230741
2021-09-09,949.513411433109
2021-09-13,951.590830308699
2021-09-14,952.0784298965796
2021-09-15,953.2771981239302
2021-09-16,955.445229290005
2021-09-17,954.1027390044069
2021-09-20,934.7347983835748
2021-09-21,955.5992284675482
2021-09-22,965.3599338202749
2021-09-23,968.4784279449037
2021-09-24,969.9563222766246
2021-09-27,960.6351753362719
2021-09-28,973.0028933635764
2021-09-29,989.480819972505
2021-09-30,980.6618513864147
2021-10-01,984.7877018223702
2021-10-04,957.4049971050814
2021-10-05,931.9523887467265
2021-10-06,915.7338106825825
