date,pred_close
2021-07-06,386.0208177518115
2021-07-07,393.24310089746075
2021-07-08,383.3153867686787
2021-07-09,390.7560454476014
2021-07-12,387.11707015760663
2021-07-13,392.2657145941503
2021-07-14,391.36133232970235
2021-07-15,401.19429549521095
2021-07-16,405.2999200052241
2021-07-19,397.5118011285482
2021-07-20,382.74795807521616
2021-07-22,393.88197788044306
2021-07-23,391.96979845980786
2021-07-26,398.815157944127
2021-07-27,417.44562310022826
2021-07-28,416.8138637392004
2021-07-29,457.4875308542907
2021-07-30,447.4649359128035
2021-08-02,446.2472462209654
2021-08-03,447.6429160132664
2021-08-04,442.5587428451651
2021-08-05,442.5185601771333
2021-08-06,441.63042776082847
2021-08-09,435.06406912188635
2021-08-10,425.5161832878621
2021-08-11,436.8573097552354
2021-08-12,437.92538116294406
2021-08-13,442.40171938388863
2021-08-16,441.0475035623362
2021-08-17,436.9924656595724
2021-08-18,427.04577643203527
2021-08-20,403.06041522281987
2021-08-23,407.33174897876336
2021-08-24,422.19920632014595
2021-08-25,431.21457577703063
2021-08-26,424.5742175743093
2021-08-27,437.8240040993681
2021-08-30,447.9545037130269
2021-08-31,469.176365429794
2021-09-01,458.2169361349749
2021-09-02,456.9431336253995
2021-09-03,460.56362586401394
2021-09-06,468.87202720884926
2021-09-07,461.62044969818294
2021-09-08,456.09395489719765
2021-09-09,463.4394262736864
2021-09-13,477.95367208727055
2021-09-14,477.9480517431146
2021-09-15,485.6344685561448
2021-09-16,483.6594383456103
2021-09-17,474.0844608445685
2021-09-20,444.47431426474463
2021-09-21,450.6976477859159
2021-09-22,463.1936634352515
2021-09-23,483.4761754774408
2021-09-24,478.1204579696634
2021-09-27,481.4038926436735
2021-09-28,477.3954693111245
2021-09-29,494.3165155903466
2021-09-30,488.44699303376257
2021-10-01,483.598381412824
2021-10-04,506.05058863618336
2021-10-05,496.11695462910683
2021-10-06,475.68363149046354
