date,pred_close
2021-07-06,1434.9075860426706
2021-07-07,1427.8473335586316
2021-07-08,1422.378342197303
2021-07-09,1426.7401790750637
2021-07-12,1438.7485410453553
2021-07-13,1427.8176012990723
2021-07-14,1421.1306518495026
2021-07-15,1400.2160620023562
2021-07-16,1443.5965210012605
2021-07-19,1422.6974315715543
2021-07-20,1414.967949564051
2021-07-22,1428.5390094433044
2021-07-23,1446.9847035551247
2021-07-26,1442.3424665525129
2021-07-27,1419.5780924775588
2021-07-28,1438.7247737793239
2021-07-29,1414.9154632488967
2021-07-30,1426.873825689214
2021-08-02,1439.5373927267299
2021-08-03,1459.6770272079411
2021-08-04,1447.7353111110929
2021-08-05,1436.5973156781015
2021-08-06,1431.7309342374022
2021-08-09,1418.6884168418112
2021-08-10,1394.7275070500523
2021-08-11,1387.991541389648
2021-08-12,1390.3767469257511
2021-08-13,1390.3743240535232
2021-08-16,1385.0884129817487
2021-08-17,1405.3893008121754
2021-08-18,1493.9697338455699
2021-08-20,1451.3357600686334
2021-08-23,1461.0185444740514
2021-08-24,1453.0823402067804
2021-08-25,1433.4764971763507
2021-08-26,1434.7584101966308
2021-08-27,1445.2209292938678
2021-08-30,1471.3610278029082
2021-08-31,1474.635398863518
2021-09-01,1545.6287760060457
2021-09-02,1558.2390982996603
2021-09-03,1568.0870791526781
2021-09-06,1583.9964095192245
2021-09-07,1576.1247789875802
2021-09-08,1589.4076129784728
2021-09-09,1600.6493343725658
2021-09-13,1596.5225258317969
2021-09-14,1587.8023277142565
2021-09-15,1596.488794261361
2021-09-16,1601.9228296214812
2021-09-17,1596.6605033028688
2021-09-20,1552.410642461576
2021-09-21,1598.3102694096347
2021-09-22,1637.9372608620633
2021-09-23,1654.5707738502983
2021-09-24,1606.239092273533
2021-09-27,1555.5838640025536
2021-09-28,1566.6375705237865
2021-09-29,1561.1249319643534
2021-09-30,1578.2196961481927
2021-10-01,1574.609385486978
2021-10-04,1606.401475978066
2021-10-05,1612.1168442330022
2021-10-06,1579.8287158609285
