date,pred_close
2021-07-06,673.368764042038
2021-07-07,679.8987933752232
2021-07-08,667.2688282331993
2021-07-09,668.2848259353862
2021-07-12,668.93217979888
2021-07-13,684.3585923835841
2021-07-14,685.8693980300732
2021-07-15,682.2817428831733
2021-07-16,689.526208000202
2021-07-19,689.8660470235909
2021-07-20,677.8099065467776
2021-07-22,685.7201300645098
2021-07-23,695.2707854756856
2021-07-26,702.823068340186
2021-07-27,687.4694417690698
2021-07-28,688.425619204204
2021-07-29,701.2843319519516
2021-07-30,773.9408260807365
2021-08-02,773.6597149015486
2021-08-03,797.3238293290925
2021-08-04,785.8837645780433
2021-08-05,786.7533562238772
2021-08-06,786.2478761190229
2021-08-09,787.0637132188378
2021-08-10,791.464698697715
2021-08-11,778.8337892705879
2021-08-12,778.2007538904537
2021-08-13,777.2625316259945
2021-08-16,780.3373860816869
2021-08-17,784.1166789108046
2021-08-18,783.8654499718858
2021-08-20,760.8323214426201
2021-08-23,759.3076141411636
2021-08-24,768.5924163360028
2021-08-25,769.4480888735551
2021-08-26,762.350659715225
2021-08-27,771.1166140368667
2021-08-30,786.6065154477675
2021-08-31,795.3724629157592
2021-09-01,788.4445068964621
2021-09-02,790.0603455871482
2021-09-03,790.4678060879527
2021-09-06,783.8918387100019
2021-09-07,769.1978298202911
2021-09-08,777.2687604638788
2021-09-09,775.6010576994946
2021-09-13,779.9408954160484
2021-09-14,783.0606495497286
2021-09-15,781.3745418378359
2021-09-16,781.7089249253812
2021-09-17,768.4772136511368
2021-09-20,756.7325979756848
2021-09-21,762.3516239311658
2021-09-22,770.2565798363603
2021-09-23,769.3427747779572
2021-09-24,768.8899792704518
2021-09-27,762.446649317568
2021-09-28,778.7572827958069
2021-09-29,809.4591424956868
2021-09-30,820.4142513128093
2021-10-01,825.2510699773784
2021-10-04,832.4347761231521
2021-10-05,819.8979516464191
2021-10-06,803.6812250272213
