date,pred_close
2021-07-06,1166.6965704975478
2021-07-07,1220.997354977417
2021-07-08,1191.0147464799072
2021-07-09,1236.6545401621693
2021-07-12,1225.6402723136039
2021-07-13,1230.625044505856
2021-07-14,1243.2193591790262
2021-07-15,1258.728132986922
2021-07-16,1275.5218247441883
2021-07-19,1267.1441661381514
2021-07-20,1232.5592678821179
2021-07-22,1278.3528405612014
2021-07-23,1280.5120878347184
2021-07-26,1297.5944035475393
2021-07-27,1332.645784026197
2021-07-28,1363.1843924333077
2021-07-29,1458.9923878099241
2021-07-30,1437.891552345832
2021-08-02,1412.76626518878
2021-08-03,1407.4155529333796
2021-08-04,1417.407380899361
2021-08-05,1445.623423736862
2021-08-06,1429.799158690957
2021-08-09,1410.392639447615
2021-08-10,1375.4664699122873
2021-08-11,1427.0435124021021
2021-08-12,1433.793724251453
2021-08-13,1463.0524766706274
2021-08-16,1516.248618333876
2021-08-17,1504.5022487208184
2021-08-18,1498.681121012031
2021-08-20,1375.3059239946804
2021-08-23,1360.4962782005464
2021-08-24,1408.0235589484566
2021-08-25,1392.6452292639406
2021-08-26,1376.3771064070174
2021-08-27,1383.4275866213472
2021-08-30,1439.1390963241759
2021-08-31,1450.0032804195403
2021-09-01,1411.480212286867
2021-09-02,1425.4583579020311
2021-09-03,1440.3208233833793
2021-09-06,1434.823955092221
2021-09-07,1424.4620648175146
2021-09-08,1428.8190562468226
2021-09-09,1447.826043937494
2021-09-13,1468.0602354695443
2021-09-14,1452.6413646941203
2021-09-15,1453.6168040909406
2021-09-16,1438.405348683593
2021-09-17,1384.6025830519354
2021-09-20,1254.424466987893
2021-09-21,1290.9393878588648
2021-09-22,1303.9767020761453
2021-09-23,1317.9452934217568
2021-09-24,1269.2260532478667
2021-09-27,1272.639944932763
2021-09-28,1280.5961704170281
2021-09-29,1295.5055759884285
2021-09-30,1288.1018062715636
2021-10-01,1295.5036171574536
2021-10-04,1321.3197884100682
2021-10-05,1319.1149546704457
2021-10-06,1278.204008097799
