date,pred_close
2021-07-06,385.5557673610686
2021-07-07,383.64305189520513
2021-07-08,392.8245080113168
2021-07-09,388.1507645540984
2021-07-12,386.50827515199927
2021-07-13,384.64386421217137
2021-07-14,390.41534081731527
2021-07-15,419.788892896804
2021-07-16,420.5156463298379
2021-07-19,409.1136795212068
2021-07-20,400.648547151472
2021-07-22,406.506409512385
2021-07-23,400.69073334996483
2021-07-26,400.8343578830985
2021-07-27,405.0527573704716
2021-07-28,402.26811385597114
2021-07-29,403.1480046362389
2021-07-30,402.75731314934524
2021-08-02,397.3895798915342
2021-08-03,394.5640807222291
2021-08-04,391.75200663401563
2021-08-05,401.7839643714945
2021-08-06,402.1883691428416
2021-08-09,400.4300640960241
2021-08-10,411.1691361886385
2021-08-11,408.4297052927953
2021-08-12,424.2507717239346
2021-08-13,420.8940672662466
2021-08-16,427.82089964080234
2021-08-17,428.4422194800572
2021-08-18,422.317860439595
2021-08-20,414.05599693210365
2021-08-23,413.31206044375693
2021-08-24,412.2957276381957
2021-08-25,410.03668288379976
2021-08-26,405.3748861516026
2021-08-27,405.9702444480349
2021-08-30,412.92392751550267
2021-08-31,415.22718821958756
2021-09-01,409.97236867439005
2021-09-02,410.0537488402875
2021-09-03,414.30545919017396
2021-09-06,410.0203674702135
2021-09-07,412.1590295181811
2021-09-08,399.8322994033301
2021-09-09,403.3251190996982
2021-09-13,409.18708782308175
2021-09-14,409.67157118924484
2021-09-15,426.9999854480512
2021-09-16,425.0545385219264
2021-09-17,418.84999403575637
2021-09-20,411.27386044634414
2021-09-21,410.19669100415024
2021-09-22,434.0699349920682
2021-09-23,438.49666465646237
2021-09-24,444.24345389050063
2021-09-27,431.58823872095223
2021-09-28,418.73615254623616
2021-09-29,409.829774167151
2021-09-30,410.195952204609
2021-10-01,397.7206653546433
2021-10-04,406.74836149086934
2021-10-05,411.1720316799276
2021-10-06,408.6011828489905
